parent_asin,product_title,brand,category_l2,category_l3,price,average_rating,rating_number,review_count,value_score,weighted_rating_signal,demand_rank,value_rank,review_rank
B0BSSVG74K,"ORIJEN, Real Meat Shreds, Grain-Free, Beef Recipe Stew, Premium Wet Dog Food, 12.8 Ounce",ORIJEN,Dogs,Food,76.1,4.6,9149,2,0.5513658623921158,41.95894212804001,545.0,3262.0,53.0
B08G78FRC6,TevraPet FirstAct Plus Flea and Tick Prevention for Cats 1.5 lbs and Over | Waterproof | Fast Acting Treatment,TevraPet,Cats,Flea & Tick Control,19.97,4.0,9147,3,1.8269986089419474,36.485162220570686,546.0,1654.0,52.0
B07X4DCN5M,"Virbac CET VEGGIEDENT FR3SH Tartar Control Chews for Dogs 30 count(Pack of 1), Beef, 8 oz",Virbac,Dogs,Health Supplies,22.96,4.7,9126,1,1.8666926813078972,42.859263962829324,547.0,1614.0,54.0
B08CTPSH3L,"Engraved Dog Tags Personalized - Stainless Steel Engraved Dog Cat ID Tags Front & Back up to 8 Lines of Text Color Plating Gold, Rose Gold, Blue, Black, Nebula by PetANTastic",PetANTastic,Dogs,"Collars, Harnesses & Leashes",9.95,4.7,9122,2,4.307256652143089,42.85720368882373,548.0,261.0,53.0
B0C6FBYCWX,"Utotol Dog Beds for Extra Large Dogs, Washable Large Dog Bed Breathable Soft Big Dog Bed for Large Medium Small Puppy Dog Cozy Sleeping Pet Cat Bed, Waterproof Non-Slip Bottom, Brown, 43"" L x 35"" W",Utotol,Dogs,Beds & Furniture,67.99,3.9,9115,1,0.5230087795620789,35.559366922425745,549.0,3293.0,54.0
B07QNZLX76,"WEST PAW Zogoflex Zisc Dog Frisbee, High Flying Aerodynamic Disc for Dogs Puppy – Lightweight, Floatable Dog Frisbees for Fetch, Tug of War, Catch, Play – Doubles as Food/Water Bowl, Small 6.5"", Ruby",West Paw,Dogs,Toys,14.95,4.4,9113,2,2.6834310820083513,40.11729467602485,550.0,864.0,53.0
B07QRGBJN4,"Max and Neo Small Dog Reflective Nylon Dog Leash - We Donate a Leash to a Dog Rescue for Every Leash Sold (Teal, 4x5/8)",Max and Neo,Dogs,"Collars, Harnesses & Leashes",9.99,4.7,9108,1,4.28928784877884,42.84998560930061,551.0,268.0,54.0
B0B77KSGZQ,"SmartyKat (2 Count Mouse Mates Plush Catnip Cat Toys - Brown/Gray, 2 Count",SmartyKat,Cats,Toys,5.23,4.5,9103,2,7.843998318097036,41.0241112036475,552.0,51.0,53.0
B07D5K6VSV,"Amazon Basics Collapsible Cube Cat Bed, 15 x 15 x 17 Inches, Grey",Amazon Basics,Cats,Beds & Furniture,36.09,4.6,9091,3,1.161809111966561,41.92969085087319,553.0,2454.0,52.0
B08Y5TJXMS,Tactical Dog Collar and Leash Set Tactical Dog Collar with Handle Bungee Leash Adjustable Military Training Nylon Collar Dog Training Collar Leash Set with Control Handleand Metal Buckle（Dark Blue S,Xqpetlihai,Dogs,"Collars, Harnesses & Leashes",23.99,4.4,9080,1,1.6715854201682054,40.101334229835246,554.0,1825.0,54.0
B0C6B9GR9G,"Old Mother Hubbard Crunchy Classic Natural Mini Biscuits Variety Pack, 20-Ounce Bag (Pack Of 3)",Old Mother Hubbard,Dogs,Treats,16.24,4.7,9069,25,2.637304153486032,42.82981945261316,555.0,902.0,30.0
B087YY9RZC,"Bullibone Nylon Dog Chew Toy Nylon Bone - Improves Dental Hygiene, Easy to Grip Bottom, and Permeated with Flavor (Bacon, Small - 2 Pack)",Bullibone,Dogs,Toys,16.99,4.3,9069,2,2.3063406966079745,39.18472843536948,555.0,1175.0,53.0
B08GXN4X6B,"Charlee Bear Original Dog Treats, Cheese and Egg, 6 oz",Charlee Bear,Dogs,Treats,4.31,4.7,9066,22,9.9369523480131,42.82826461993646,556.0,21.0,33.0
B09K3HZ5LY,PUPTECK No Pull Dog Harness Soft Adjustable Basic Nylon Step in Puppy Vest Outdoor Walking with ID Tag,PUPTECK,Dogs,"Collars, Harnesses & Leashes",14.99,4.2,9040,5,2.552368597751631,38.260005280296944,557.0,973.0,50.0
B072X4419H,"Didog Personalized Leather Dog Collar, Braided Custom Leather Dog Collars with Engraved Nameplate for Small Medium Large Dogs, White, XL",Didog,Dogs,"Collars, Harnesses & Leashes",16.99,4.4,9025,2,2.358717136768839,40.074604153702566,558.0,1129.0,53.0
B078ZLKDG6,"QUMY Dog Sunglasses Dog Goggles for Medium Large Breed Dogs, Wind Dust Fog Protection Eye Wear Pet Glasses with Adjustable Strap for Motorcycle Car Driving Bike Riding Hiking Swimming Over 15lbs Blue",QUMY,Dogs,Apparel & Accessories,8.99,4.3,8993,2,4.354676947666497,39.14854575952181,559.0,250.0,53.0
B0BXQM6YW9,"PawZ Dog Boots - Rubber Dog Booties - Waterproof Snow Boots for Dogs - Paw Protection for Dogs - 12 Dog Shoes per Pack (Black, X-Large)",Protex PawZ,Dogs,Apparel & Accessories,19.0,3.6,8987,2,1.7249012778894102,32.773124279898795,560.0,1768.0,53.0
B019DJZ0H6,"Highwave AutoDogMug Dog Water Bottle BPA-Free Portable Dog Water Bottle | Leak-Proof Portable Dog Water Bottle for Hiking and Traveling | Dish-Washer Safe, 20 oz",Highwave,Dogs,Feeding & Watering Supplies,19.95,4.4,8973,3,2.0074777875066707,40.04918186075808,561.0,1466.0,52.0
B008XF2WP0,"Kaytee Forti Diet Pro Health Hamster Food, 5-Pound",Kaytee,Buy $25 Save $5 on Kaytee,Food,,4.7,8962,2,,42.774043275379604,562.0,3660.0,53.0
B0821RNNP3,"Virbac Epi-Otic Advanced Ear Cleaner, 8 oz",Virbac,Dogs,Health Supplies,24.68,4.7,8956,7,1.7330184746285826,42.77089595383342,563.0,1759.0,48.0
B0033118YK,Vet's Best Allergy Itch Relief Dog Shampoo | Cleans and Relieves Discomfort from Seasonal Allergies | Gentle Formula | 16 Oz,Vet's Best,Dogs,Grooming,12.99,4.4,8948,4,3.0821329578140557,40.036907122004585,564.0,640.0,51.0
B0C4Z4H3DT,Tetra Whisper Bio-Bag Filter Cartridges For Aquariums - Unassembled,Tetra,Fish & Aquatic Pets,Aquarium Pumps & Filters,23.8,4.7,8914,5,1.7961682979998752,42.74880549239703,565.0,1681.0,50.0
B0B333N2KZ,"Outward Hound Invincibles Orange Gecko Plush Dog Toy, Large",Outward Hound,Dogs,Toys,8.69,3.8,8894,36,3.9763325063728145,34.55432948037976,566.0,331.0,22.0
B00ZK1U63K,"Tetra ReptoFilter Cartridges - Medium 3 pack, green (25845)",Tetra,Fish & Aquatic Pets,Aquarium Pumps & Filters,6.69,4.7,8890,2,6.388062122297362,42.736135598169355,567.0,81.0,53.0
B07GWMTRDY,"HiCaptain Double Door Dog Crate Cover(Fits 22 24 30 36 42 48 inches Wire Crate) (48 inch (Pack of 1), [Upgrade] Two-Tone Pink，Only Cover)",HiCaptain,Dogs,"Crates, Houses & Pens",36.99,4.6,8885,1,1.1306912274690706,41.824268504080926,568.0,2504.0,54.0
B0B6GW76HK,"Purina Pro Plan Pate, High Protein Wet Kitten Food, DEVELOPMENT Chicken & Liver Entree - (24) 3 oz. Pull-Top Cans",Purina Pro Plan,Cats,Food,39.84,4.7,8873,4,1.0724683830349553,42.72714038011262,569.0,2577.0,51.0
B0C2DJW9PM,Nylabone Puppy Power Chew Teething Toy Rings Dogs Bacon Small/Regular (1 Count),Nylabone,Dogs,Toys,8.99,4.4,8867,8,4.449043393908709,39.99690011123929,570.0,239.0,47.0
B07SH1ZRW9,Snug Rubber Dog Balls for Small and Medium Dogs - Tennis Ball Size - Virtually Indestructible (3 Pack - Chic),Snug,Dogs,Toys,13.99,4.4,8862,9,2.8587861745281593,39.99441858164895,571.0,753.0,46.0
B07YYTMWCL,"The Company of Animals - Halti Collar (18"" - 26""), Large, Blue",The Company of Animals,Dogs,"Collars, Harnesses & Leashes",12.0,4.6,8858,3,3.484189181991279,41.81027018389535,572.0,468.0,52.0
B0BWYJHFDW,"M&MKPET Dog Water Bottle Dog Bowls Dog Water Bowl Dispenser Portable Dog Water Bottles for Cat,Rabbit,Puppy and Other Pets for Walking,Hiking,Travel…",M&MKPET,Dogs,Feeding & Watering Supplies,13.99,4.7,8833,2,3.052602359051853,42.70590700313542,573.0,651.0,53.0
B07X6VS9CX,Hartz Wardley Tropical Fish Food Flakes - 3oz (4332401592),Hartz,Try Subscribe & Save,Pets,,4.6,8833,5,,41.79727068391977,573.0,3660.0,50.0
B0B4GWXYK5,"Purina Pro Plan Large Breed Dry Puppy Food, Chicken and Rice Formula - 47 lb. Bag",Purina Pro Plan,Dogs,Food,88.98,4.7,8831,1,0.4799375456510375,42.70484281202932,574.0,3343.0,54.0
B09JWXNLH1,Petest 25ft Tie-Out Cable with Crimp Cover & Buffer Spring for Large Dogs Up to 90 Pounds,Petest,Dogs,Training & Behavior Aids,16.86,4.6,8831,7,2.4790171491801676,41.796229135177626,574.0,1027.0,48.0
B09K5NYLJ7,"SGODA Chain Dog Training Choke Collar, 24 in, 3.5 mm",SGODA,Dogs,"Collars, Harnesses & Leashes",11.89,4.4,8826,3,3.362195974271575,39.976510134089025,575.0,513.0,52.0
B07BYSHK6R,"Big Barker Orthopedic Dog Bed w/Headrest - 7” Dog Bed for Large Dogs w/Washable Microsuede Cover - Elevated Dog Bed Made in The USA w/ 10-Year Warranty (Headrest, Large, Khaki)",Big Barker,Dogs,Beds & Furniture,239.95,4.7,8813,4,0.17793396221458255,42.69525423338908,576.0,3608.0,51.0
B09QSQV8Q9,BestPet 3 Wheels Pet Stroller Dog Stroller Cat Cage Jogger Stroller Cats Travel Folding Carrier Waterproof Puppy Stroller with Cup Holder & Removable Liner (Pink),BestPet,Dogs,Carriers & Travel Products,31.99,4.5,8791,2,1.2774988662824496,40.86718873237556,577.0,2301.0,53.0
B01AHM6P18,Fashion's Talk Cat Toys Variety Pack for Kitty 20 Pieces,Fashion's Talk,Cats,Toys,11.39,4.6,8786,5,3.667491810648013,41.77273172328087,578.0,413.0,50.0
B07QF2KBY1,"Embark Urban Dog Harness – Want to Stop Your Dog Pulling? Try Our No Pull Dog Harnesses for XL Dogs, Large, Medium, Small Dogs or Puppy. Soft, Comfortable, Size Adjustable Dog Vest Harness with Handle",Embark Pets,Dogs,"Collars, Harnesses & Leashes",32.99,4.6,8770,2,1.265969932651602,41.764348078176354,579.0,2317.0,53.0
B00GQQE94U,Squeaker Dumbbell Small,KONG,Dogs,Toys,,4.2,8761,3,,38.12835376717015,580.0,3660.0,52.0
B0B4W4X2G2,"BARKBAY No Pull Dog Harness Front Clip Heavy Duty Reflective Easy Control Handle for Large Dog Walking with ID tag Pocket(Pink,M)",BARKBAY,Dogs,"Collars, Harnesses & Leashes",27.99,4.5,8757,3,1.4594409722445891,40.849752813126045,581.0,2099.0,52.0
B0C6N34M6D,"Vital Essentials Freeze Dried Dog Treats, Dog Snacks Made in The USA, All Natural Dog Treats, Great Training Treats for Dogs, Dried Minnows 2.5 oz",Vital Essentials,Dogs,Treats,,4.7,8744,4,,42.6583157210277,582.0,3660.0,51.0
B0BXJG5419,Penn-Plax Bird-Life Natural E Cuttlebone 6 Pack – Enriched with Omega 3 and Vitamin B1 – Great for All Birds,Penn-Plax,Birds,Treats,11.99,4.3,8716,3,3.2538808015304235,39.01403081034978,583.0,561.0,52.0
B00E35NDGG,"Fitwarm Duck Dog Pajamas, Cute Dog Clothes for Small Dogs Boy Girl, Pet Onesie Cat Clothing, 100% Breathable Cotton, Yellow, Medium",Fitwarm,Cats,Apparel,11.99,4.4,8682,6,3.3281183009396864,39.90413842826684,584.0,531.0,49.0
B0BSB15367,"Small Pet Select 2nd Cutting Perfect Blend Timothy Hay Pet Food for Rabbits, Guinea Pigs, Chinchillas and More, Premium Natural Hay Grown in The US, 12 lb",Small Pet Select,Small Animals,Food,36.99,4.4,8653,11,1.0783838456732429,39.88941845145325,585.0,2567.0,44.0
B08JD361HX,Service Dog TAG Small Breed Premium Double Sided Dog Identification .999 inch Engraved -Bold Protected Under Federal Law with Medical Alert Symbol Easily Attach to Collar Harness and Service Dog Vest,K9King,Dogs,"Collars, Harnesses & Leashes",10.25,4.7,8639,6,4.156247995165959,42.60154195045108,586.0,291.0,49.0
B0998G4SBK,Farmland Traditions Dogs Love Chicken Premium Two Ingredients Jerky Treats for Dogs (3 lbs. USA Raised Chicken),Farmland Traditions,Dogs,Treats,38.0,4.7,8632,12,1.1209929614922884,42.59773253670696,587.0,2518.0,43.0
B0B1QJ58D7,Nutri-Vet Hairball Paw Gel for Cats - Salmon Flavored Gel to Help Reduce and Eliminate Hairballs - 3 oz,Nutri-Vet,Cats,Health Supplies,6.99,4.0,8622,3,5.18580162000133,36.2487533238093,588.0,156.0,52.0
B07DX6TJYM,Neater Pet Brands - Neater Scooper Cat Litter Sifter - Includes 60 Refill Bags - Mess Free Cat Litter Scoop to Bag Waste Bin System with Extra Waste Bags (Pink),Neater Pet Brands,Cats,Litter & Housebreaking,25.99,4.0,8620,4,1.3946835500130705,36.2478254648397,589.0,2162.0,51.0
B07ZYM713D,IREENUO Dog Muzzle to Prevent Biting Barking and Chewing with Adjustable Loop Breathable Mesh Soft Fabric,IREENUO,Dogs,"Collars, Harnesses & Leashes",9.99,3.7,8617,2,3.356151228953994,33.5279507772504,590.0,518.0,53.0
B074VBZWF4,"Nutramax Cosequin Joint Health Supplement for Cats - With Glucosamine, Chondroitin, and Omega-3, 60 Soft Chews",Cosequin,Cats,Health Supplies,12.49,4.4,8612,2,3.192035473392504,39.868523062672374,591.0,592.0,53.0
B0971GHVHM,"Dog Nail Grinder with LED Light, Rechargeable Dog Nail Grinder for Large Dogs, Medium & Small Dogs, Professional Pet Nail Grinder for Dogs Quiet Soft Puppy Grooming, Cat Nail Grinder, Dog Nail Trimmer",Primens,Dogs,Grooming,33.99,4.3,8605,1,1.1461878237014929,38.95892412761374,592.0,2481.0,54.0
B088GRTXVD,"Puppy Harness and Leash Set - Dog Vest Harness for Small Dogs Medium Dogs- Adjustable Reflective Step in Harness for Dogs - Soft Mesh Comfort Fit No Pull No Choke (M, Grey)",Dociote,Dogs,"Collars, Harnesses & Leashes",12.99,4.3,8567,1,2.9976824736065137,38.939895332148616,593.0,675.0,54.0
B0BV7CYY38,"Arm & Hammer Cloud Control Platinum Multi-Cat Clumping Cat Litter with Hypoallergenic Light Scent, 14 Days of Odor Control, 18 lbs",Arm & Hammer,Cats,Litter & Housebreaking,17.99,4.6,8545,5,2.3148863610082415,41.644805634538265,594.0,1169.0,50.0
B09KHRQ2BN,"Educator E-Collar Humane Dog Training Collar with Remote, Features 100 Levels of Safe Stimulation, Tapping Sensation, Night Light, Waterproof, Rechargeable, 1/2 Mile 1 Dog, Zen",Educator,Dogs,"Collars, Harnesses & Leashes",199.99,4.6,8515,1,0.20815355427602134,41.628629319661506,595.0,3587.0,54.0
B0C598JTZT,"Dingo Chicken Twist Sticks Chews For Dogs, 240 Ct",Dingo,Dogs,Treats,98.98,4.7,8468,19,0.4294563373361438,42.50758826953152,596.0,3398.0,36.0
B07FVT9C7T,AmazonBasics Padded Pet Bolster Bed - 35 x 22 inches,Amazon Basics,Dogs,Beds & Furniture,29.99,4.5,8463,7,1.3569889027489617,40.69609719344136,597.0,2207.0,48.0
B082W65JJ2,"Bedsure Cat Beds for Indoor Cats - Cat House Cat Tent Cat Cave with Removable Washable Cushioned Pillow, Kitten Beds Cat Hut, Washed Blue, 15 inches",BEDSURE,Cats,Beds & Furniture,24.99,4.5,8436,3,1.6279199413263434,40.68171933374532,598.0,1882.0,52.0
B08VK8QM4H,Taste Of The Wild Rocky Mountain Grain-Free Dry Cat Food With Roasted Venison & Smoke-Flavored Salmon 14lb,Taste of the Wild,Cats,Food,,4.7,8418,7,,42.47975777608703,599.0,3660.0,48.0
B07WW4FBDH,"Cymiler Dog Harness,No-Pull Service Dog Harness with Handle,Adjustable Comfort Pet Dog Vest Harness for Outdoor Walking,3M Reflective Vest Easy Control for Small Medium Large Breed",Cymiler,Dogs,"Collars, Harnesses & Leashes",22.99,4.3,8418,3,1.690494094908741,38.864459241951955,599.0,1808.0,52.0
B09P31W275,"Pet Gear Easy Step III Pet Stairs, 3 Step for Cats/Dogs, Removable Washable Carpet Treads, for Pets Up to 150lbs, No Tools Required, Available in 6 Colors",Pet Gear,Dogs,Beds & Furniture,54.98,4.3,8395,9,0.7066696240095353,38.85269592804425,600.0,3091.0,46.0
B0BG6VL2ZQ,"Cadet Bully Sticks for Dogs - All-Natural, Long-Lasting Grain-Free Dog Chews - Bully Sticks for Small, Medium, and Large Dogs - Dog Treats for Aggressive Chewers (12 oz.)",Cadet,Dogs,Treats,34.99,4.5,8370,3,1.1616570116596243,40.64637883797025,601.0,2455.0,52.0
B00R3H8FJG,"Earth Rated Dog Poop Bags Dispenser, Dog Poop Bag Holder Includes 1 Roll of 15 Unscented Eco-friendly Poop Bags (ERT00037)",Earth Rated,Dogs,Litter & Housebreaking,5.75,4.8,8360,3,7.539199985655699,43.35039991752027,602.0,54.0,52.0
B0BTSBXK4K,"Hill's Science Diet Dry Dog Food, Adult, Perfect Weight, Chicken Recipe, 15 lb. Bag",Hill's Science Diet,Dogs,Food,48.99,4.8,8325,3,0.8844716157016455,43.33026445322361,603.0,2843.0,52.0
B09NSBJ8P4,"TRIXIE Baza Scratching Post with Hammock | 16"" Base, Cream, Small",TRIXIE,Cats,Beds & Furniture,32.19,4.6,8307,6,1.289682548958733,41.51488125098161,604.0,2287.0,49.0
B01EXWL4VY,"Four Paws Magic Coat Professional Series Grooming Brushes for Dogs & Cats l Trimmers, Nail Clippers, & Brushes Dog & Cat",Four Paws,Dogs,Grooming,8.17,4.3,8305,8,4.7498596969424725,38.80635372402,605.0,198.0,47.0
B07L37JPJG,"Afreschi Turkey Tendon Dog Treats for Signature Series, All Natural Human Grade Puppy Chew, Ingredient Sourced from USA, Hypoallergenic, Rawhide Alternative, (Small) (Lollipop, Pack of 4 Units)",A Freschi srl,Dogs,Treats,14.99,4.4,8303,17,2.648950464562038,39.70776746378495,606.0,890.0,38.0
B08LK94K4X,"GENORTH Small Dog Car Seat Puppy Pet Seats for Cars Vehicles Small Dogs Upgrade Washable Portable Pet Booster Seat for Car with Clip-On Safety Leash,Perfect for Small Pets(Black)",GENORTH,Dogs,Carriers & Travel Products,23.99,4.4,8300,3,1.655113696590336,39.706177581202155,607.0,1847.0,52.0
B001PKTWDA,"West Paw Zogoflex Hurley Dog Bone Chew Toy – Floatable Pet Toys for Aggressive Chewers, Catch, Fetch – Bright-Colored Bones for Dogs – Recyclable, Dishwasher-Safe, Non-Toxic, X-Small, Aqua",West Paw,Dogs,Toys,10.95,4.5,8293,3,3.7082004003313678,40.60479438362847,608.0,394.0,52.0
B0BJZYBCZG,"PETNF Cat Water Fountain,2021 Upgraded Pet Water Fountain 101oz/3L Dog Cat Water Dispenser, Smart Pump with LED Light,Ultra Quiet Automatic Cat Drinking Fountains with 2 Filters,3 Water Flow Settings",PETNF,Cats,Feeding & Watering Supplies,27.88,4.4,8270,2,1.4236100099944187,39.69024707864439,609.0,2139.0,53.0
B0BLSQDT8Q,"Outward Hound Fattiez Sheep Plush Squeaky Dog Toy, Medium",Outward Hound,Dogs,Toys,9.99,4.4,8264,2,3.9726780825948507,39.68705404512256,610.0,332.0,53.0
B0BXFJX59N,"NaturVet – Yard Odor Eliminator | Eliminate Stool and Urine Odors from Lawn and Yard | Designed for Use on Grass, Plants, Patios, Gravel, Concrete & More | 16 oz Refill",NaturVet,Dogs,Litter & Housebreaking,17.99,4.4,8258,1,2.205884307546813,39.68385869276716,611.0,1258.0,54.0
B08CXFR3KJ,"MUMUPET Service Dog Harness, No Pull Easy On and Off Pet Vest Harness, 3M Reflective Breathable & Easy Adjust Pet Halters with Nylon Handle - No More Tugging or Choking for Small Medium Large Dogs",MUMUPET,Dogs,"Collars, Harnesses & Leashes",14.99,4.4,8250,2,2.6470710213515085,39.67959461005911,612.0,892.0,53.0
B07GX7YKVM,"FuzzBall Fluffy Luxe Pet Bed, Calming Donut Cuddler – Machine Washable, Waterproof Base, Anti-Slip (for Medium Dogs and Cats up to 45lbs)",FuzzBall,Dogs,Beds & Furniture,42.99,4.4,8241,2,0.9228842189428833,39.674792572354555,613.0,2803.0,53.0
B084LCSQYN,ChuckIt! Zipflight Flyer Dog Frisbee & Dog Toy that Floats; Gentle On Dog's Teeth and Gums; Medium,Chuckit!,Dogs,Toys,9.21,4.5,8238,2,4.405521623606966,40.57485415342016,614.0,243.0,53.0
B09D8XKSQR,"Joytale Step in Dog Harness,12 Colors,Breathable Mesh Vest Harness,Reflective Soft Padded Harnesses for Cats and Puppies Dogs,HotPink,XXXS",Joytale,Dogs,"Collars, Harnesses & Leashes",11.99,4.4,8231,1,3.308544688995921,39.6694508210611,615.0,538.0,54.0
B0BR8GZBNQ,NaturVet - No Scoot for Dogs - Plus Pumpkin - Supports Healthy Anal Gland & Bowel Function - Enhanced with Beet Pulp & Psyllium Husk (5.4oz Powder),NaturVet,Dogs,Health Supplies,13.99,4.3,8207,1,2.7702156997759375,38.75531763986537,616.0,806.0,54.0
B0C2KNMNK3,"YAODHAOD Dog Shoes for Small Dogs, Hot Pavement Anti-Slip Dogs Boots & Paw Protector, Summer Puppy Booties with Reflective Straps, Cat Dog Shoes for Indoor Hardfloors (Pink, Size 6: 2.16""x1.76""(L*W))",YAODHAOD,Dogs,Apparel & Accessories,9.99,3.7,8197,2,3.3376464818756606,33.34308835393785,617.0,526.0,53.0
B09YK9NTV8,35x46 Black Super Value Pet Dog Bed By Majestic Pet Products Large,Majestic Pet,Dogs,Beds & Furniture,31.65,4.2,8195,11,1.1958257927111193,37.847886339306925,618.0,2403.0,44.0
B0828M2CSC,"Bedsure Orthopedic Dog Bed for Medium Dogs - Memory Foam Dog Beds, 2-Layer Thick Pet Bed with Removable Washable Cover and Waterproof Lining (30x20x3 Inches), Grey",BEDSURE,Dogs,Beds & Furniture,34.99,4.6,8189,1,1.1845978340524927,41.449078213496726,619.0,2420.0,54.0
B0BR4SYWQG,"Laifug Orthopedic Memory Foam Dog Bed with Pillow and Durable Water Proof Liner & Removable Washable Cover & Smart Design Medium (34""x22""x7""), Slate Grey",Laifug,Dogs,Beds & Furniture,69.99,4.6,8184,5,0.5921741542092311,41.44626905310408,620.0,3215.0,50.0
B09R4C54HG,Dog Barking Deterrent Devices Rechargeable Ultrasonic Dog Bark Deterrent 3 Frequency Dog Whistles That Makes Dogs Stop Barking 16.5 Ft Range Dog Barking Control Devices No Barking Device Dog Training,ELOPAW,Dogs,Training & Behavior Aids,29.99,4.0,8184,2,1.2017417125448797,36.04023395922094,620.0,2394.0,53.0
B0C454PWN6,"Dog Toys for Aggressive Chewers, Indestructible Durable Dog Chew Toys, Non-Toxic Food Grade Nylon Dog Bone Toy Reduces Boredom, Tested by Labrador, Golden Retriever, More Small Medium and Large Breed",BZONZOON,Dogs,Toys,9.89,4.2,8171,2,3.8256389903880237,37.835569614937555,621.0,377.0,53.0
B078WWPVFB,"SPORN Non- Pull Mesh Harness, Black, Extra Large",Sporn,Dogs,"Collars, Harnesses & Leashes",29.99,4.4,8134,9,1.3210168885119642,39.617296486473805,622.0,2241.0,46.0
B09GBQPMJ8,"Vetoquinol Viralys Gel L-Lysine Supplement for Cats, 5oz - Cats & Kittens of All Ages - Immune Health - Sneezing, Runny Nose, Squinting, Watery Eyes - Palatable Maple Flavor Lysine Gel",Vétoquinol,Cats,Health Supplies,22.99,4.5,8131,8,1.7623327440786025,40.51602978636707,623.0,1724.0,47.0
B0BR96Z1PG,"Comfort Zone Multi Cat Calming Diffuser Starter Kit: 2 Diffusers & 2 Refills; Pheromones to Reduce Cat Fighting, Spraying & Scratching",Comfort Zone,Cats,Health Supplies,34.99,4.0,8130,4,1.029258553439021,36.01375678483135,624.0,2635.0,51.0
B0BN57HNHD,DYBEN Pet Can Covers/Dog Cat Food Can Lids/Universal BPA Free/3 Pack/Silicone Pet Food Can Lids Covers/Fits Most Standard Size Dog and Cat Can Tops for Pet Food Storage,DYBEN,Cats,Feeding & Watering Supplies,6.98,4.6,8114,2,5.932200516871629,41.40675960776397,625.0,98.0,53.0
B09LNPYBQM,"Tetra Whisper IQ Power Filter, 175 GPH, with Stay Clean Technology, 30 Gallons",Tetra,Fish & Aquatic Pets,Aquarium Pumps & Filters,18.99,4.4,8111,2,2.085562864331556,39.60483879365625,626.0,1378.0,53.0
B07615C5Y9,Zuke's Puppy Naturals Puppy Treats Lamb and Chickpea Recipe - 5 Oz Bag,Zuke's,Dogs,Treats,7.98,4.4,8109,6,4.962876421965115,39.60375384728162,627.0,178.0,49.0
B072P14B9J,"AMZNOVA Cat Scratcher, Scratching Pad, Durable Recyclable Cardboard with Catnip, Narrow, Glitter Green",AMZNOVA,Cats,Beds & Furniture,13.99,4.5,8103,3,2.8949613085545627,40.50050870667833,628.0,728.0,52.0
B08WLBWQQQ,"Blue Buffalo Wilderness High Protein, Natural Kitten Dry Cat Food, Chicken 2-lb",Blue Buffalo,Cats,Food,14.98,4.8,8087,4,2.8832480942163863,43.19105645136147,629.0,737.0,51.0
B09G9XT98L,"IVIA PET Food Can Lids, Universal BPA Free Silicone Can Lids Covers for Dog and Cat Food, One Can Cap Fit Most Standard Size Canned Dog Cat Food（4 Pack Multicolor",IVIA PET,Pet Content - Main,Pet Content - Dog Main,8.99,4.8,8077,4,4.803683877796676,43.18511806139212,630.0,191.0,51.0
B0C5FNPRH5,"Brindle Dog Bed - Orthopedic Pet Bed - Dog Crate Bed with Machine Washable Cover - 2"" Medium Dog Bed - Teal",Brindle,Dogs,Beds & Furniture,37.99,4.6,8071,6,1.0892950825310301,41.38232018535384,631.0,2559.0,49.0
B0B4THXL8Q,"Purina ONE Natural, High Protein, Grain Free Dry Cat Food, True Instinct With Real Chicken - 3.2 lb. Bag",Purina ONE,Cats,Food,11.48,4.7,8065,6,3.682791026527576,42.27844098453657,632.0,405.0,49.0
B0BPSJCN91,Cullaby Pineapple Dog Chew Toys for Aggressive Chewer - Indestructible Interactive Treat Toys for Large Medium Small Dogs - Fun to Chew (Large),Cullaby,Dogs,Toys,,3.7,8038,3,,33.27062191241345,633.0,3660.0,52.0
B0C3CH2VCB,"PET MAGASIN Premium Male Dog Belly Band Washable (Camo, Small (13""-15"" Waist))",Pet Magasin,Dogs,Litter & Housebreaking,15.99,4.4,8037,2,2.4743287385891333,39.564516530040244,634.0,1032.0,53.0
B0C5JZC2ZP,"Wellness CORE Grain-Free High-Protein Dry Dog Food, Natural Ingredients, Made in USA with Real Meat, All Breeds, For Adult Dogs (Ocean Whitefish, Herring & Salmon, 4-Pound Bag)",Wellness,Dogs,Food,19.98,4.6,8036,8,2.070186753142067,41.3623313277785,635.0,1397.0,47.0
B0BT4KMNV8,TetraColor PLUS Tropical Flakes with Color Enhancing,Tetra,Fish & Aquatic Pets,Food,6.89,4.8,8021,2,6.2629501629004345,43.15172662238399,636.0,86.0,53.0
B09XS3ZTS2,"GoTags Reflective Personalized Dog Collar, Custom Embroidered with Pet Name and Phone Number in Red for Boy and Girl Dogs, 3 Adjustable Sizes, Small, Medium, and Large",GoTags,Dogs,"Collars, Harnesses & Leashes",19.35,4.6,8001,5,2.1365506579493037,41.34225523131903,637.0,1332.0,50.0
B078MHRWQB,"Zack & Zoey Basic Hoodie for Dogs, 20"" Large, Raspberry Sorbet",Zack & Zoey,Dogs,Apparel & Accessories,16.88,4.3,7999,5,2.2893925550264504,38.64494632884648,638.0,1191.0,50.0
B08PF1CVVW,"Suitical Recovery Suit Dog, Large, Blue Camouflage",Suitical,Dogs,Apparel & Accessories,36.95,4.5,7993,1,1.0944251536324954,40.43900942672071,639.0,2549.0,54.0
